X,Y,Z,Vp,Vs,ro,E,Vp_Vs,Pr
5,-4,-4,4308.02,2440.78,2531.655963,38116265664,1.76501774,0.263625526
6,-4,-4,4261.46,2447.28,2520.977064,37865864792,1.741304632,0.25395418
7,-4,-4,4226.92,2462.68,2513.055046,37891412247,1.716390274,0.243062108
8,-4,-4,4206.4,2482.36,2508.348624,38110664528,1.694516508,0.232818378
9,-4,-4,4200.36,2503.66,2506.963303,38483471888,1.677687865,0.224462734
10,-4,-4,4211.292,2521.512,2509.470642,38949196874,1.670145532,0.220574559
11,-4,-4,4238.72,2533.42,2515.761468,39466408823,1.673121709,0.222119754
12,-4,-4,4282.296,2536.668,2525.755963,39971639858,1.688157851,0.229711749
13,-4,-4,4338.008,2530.56,2538.533945,40383008744,1.71424823,0.242088167
14,-4,-4,4395.256,2514.624,2551.66422,40553777016,1.747878013,0.256700179
15,-4,-4,4448.868,2490.528,2563.96055,40451821848,1.786315191,0.271785573
16,-4,-4,4488.956,2461.928,2573.155046,40079218053,1.82334983,0.284909658
17,-4,-4,4514.94,2432.028,2579.114679,39528927799,1.856450666,0.295618809
18,-4,-4,4524.238462,2406.038462,2581.247354,38935877445,1.880368304,0.302822397
19,-4,-4,4516.756,2385.036,2579.531193,38346984877,1.893789444,0.306683976
20,-4,-4,4491.56,2371.112,2573.752294,37819690090,1.894284201,0.306823954
21,-4,-4,4448.392308,2363.915385,2563.851447,37343089778,1.88178999,0.303237419
22,-4,-4,4390.34,2364.06,2550.536697,36942408005,1.857118686,0.295825848
23,-4,-4,4322.34,2371.24,2534.940367,36623572998,1.822818441,0.284730232
24,-4,-4,4259.14,2384.912,2520.444954,36459361860,1.785868829,0.271619364
-24,-3,-4,4240.04,2487.32,2516.06422,38531324425,1.704662046,0.237652991
-23,-3,-4,4206.02,2475.38,2508.261468,37963631168,1.699141142,0.235040467
-22,-3,-4,4176.608,2468.372,2501.515596,37543198388,1.692049659,0.23162029
-21,-3,-4,4152.72,2466.72,2496.036697,37282555318,1.683498735,0.227396835
-20,-3,-4,4136.56,2470.46,2492.330275,37199819721,1.674408815,0.222783567
-19,-3,-4,4129.26,2479.62,2490.655963,37305020316,1.665279357,0.218016809
-18,-3,-4,4131.68,2489.8,2491.211009,37523966585,1.659442526,0.214896568
-17,-3,-4,4144.78,2500.04,2494.215596,37852628477,1.657885474,0.214054383
-16,-3,-4,4170.82,2509.2,2500.188073,38295156380,1.662211063,0.216383764
-15,-3,-4,4207.6,2512.84,2508.623853,38739188983,1.674440076,0.222799656
-14,-3,-4,4255.06,2511.06,2519.509174,39170677020,1.694527411,0.232823653
-13,-3,-4,4314.24,2504.9,2533.082569,39598875344,1.722320252,0.24572656
-12,-3,-4,4375.36,2493.78,2547.100917,39899061792,1.754509219,0.259419057
-11,-3,-4,4439.66,2480.44,2561.848624,40133209912,1.789867927,0.273101366
-10,-3,-4,4504.9,2467.84,2576.811927,40351274913,1.825442492,0.285613857
-9,-3,-4,4565.4,2457.1,2590.688073,40544629960,1.858044036,0.296112072
-8,-3,-4,4617.896,2449.952,2602.72844,40747183755,1.884892439,0.304138131
-7,-3,-4,4658.9,2447.24,2612.133028,40970649878,1.903736454,0.309466649
-6,-3,-4,4682.82,2449.54,2617.619266,41202535023,1.911714036,0.311651293
-5,-3,-4,4691.011538,2456.530769,2619.498059,41449685046,1.909608297,0.311078639
-4,-3,-4,4685.644,2467.652,2618.266972,41711247791,1.898826901,0.308101465
-3,-3,-4,4670.116,2480.308,2614.705505,41936579027,1.882877449,0.303553905
-2,-3,-4,4649.215385,2489.807692,2609.911785,42031620669,1.867298988,0.29893884
-1,-3,-4,4621.956,2493.8,2603.659633,41927014758,1.853378779,0.294662279
0,-3,-4,4585.972,2489.772,2595.406422,41542324967,1.841924481,0.291029812
1,-3,-4,4540.55,2479.15,2584.988532,40915234463,1.831494666,0.287629207
2,-3,-4,4486.096,2464.872,2572.499083,40129527138,1.820011749,0.283778432
3,-3,-4,4424.292,2449.712,2558.323853,39270353890,1.806045772,0.27893726
4,-3,-4,4362.371429,2438.857143,2544.121887,38517303096,1.788694939,0.27266833
5,-3,-4,4308.64,2435.66,2531.798165,38005377538,1.768982535,0.265180958
6,-3,-4,4267.8,2442.14,2522.431193,37807452829,1.74756566,0.256570851
7,-3,-4,4238.9,2457.26,2515.802752,37883820017,1.72505148,0.246938283
8,-3,-4,4222.6,2476.46,2512.06422,38141128579,1.705095176,0.237856127
9,-3,-4,4218.86,2496.76,2511.206422,38525045990,1.689733895,0.230487371
10,-3,-4,4230.408,2513.376,2513.855046,38977117704,1.683157633,0.227226051
11,-3,-4,4256.584,2524.272,2519.858716,39459395080,1.686262019,0.228773782
12,-3,-4,4297.32,2527.048,2529.201835,39916648725,1.70052963,0.235701591
13,-3,-4,4348.368,2521.056,2540.910092,40271110909,1.724820075,0.246835993
14,-3,-4,4398.904,2506.048,2552.500917,40388495745,1.755315142,0.259746051
15,-3,-4,4444.012,2483.464,2562.846789,40241821598,1.789440878,0.272943869
16,-3,-4,4475.208,2457.028,2570.001835,39850353442,1.821390721,0.284246933
17,-3,-4,4491.888,2429.052,2573.827523,39282812475,1.84923501,0.293360262
18,-3,-4,4491.338462,2404.653846,2573.701482,38666018096,1.86776923,0.299080746
19,-3,-4,4474.344,2384.852,2569.80367,38047371906,1.876151644,0.30158297
20,-3,-4,4442.18,2371.7,2562.426606,37493863595,1.872994055,0.300646442
21,-3,-4,4396.242308,2365.238462,2551.890438,37012731257,1.85868883,0.296311126
22,-3,-4,4342.12,2366.3,2539.477064,36651482546,1.834982885,0.288776619
23,-3,-4,4284.6,2374.52,2526.284404,36418007774,1.804406785,0.278357383
24,-3,-4,4237.056,2389.532,2515.379817,36388964582,1.773173994,0.266806926
-24,-2,-4,4232.66,2490.8,2514.37156,38534340671,1.699317488,0.235124587
-23,-2,-4,4207.16,2478.58,2508.522936,38040251952,1.697407386,0.234211051
-22,-2,-4,4185.224,2471.22,2503.491743,37682459955,1.693586164,0.232367586
-21,-2,-4,4167.74,2468.86,2499.481651,37468833398,1.688123263,0.229694685
-20,-2,-4,4156.58,2471.34,2496.922018,37411359897,1.681913456,0.22660159
-19,-2,-4,4153.46,2479.06,2496.206422,37533424530,1.675417295,0.223301824
-18,-2,-4,4159.56,2487.2,2497.605505,37753207137,1.672386619,0.221739441
-17,-2,-4,4176.54,2495.06,2501.5,38076175536,1.673923673,0.222533673
-16,-2,-4,4207.22,2501.72,2508.536697,38512248653,1.681730969,0.226509797
-15,-2,-4,4248.94,2502.8,2518.105505,38939531448,1.697674604,0.23433917
-14,-2,-4,4300.68,2498.82,2529.972477,39341068648,1.721084352,0.245175061
-13,-2,-4,4362.6,2491.32,2544.174312,39730942399,1.751119888,0.258035738
-12,-2,-4,4423.82,2480.2,2558.215596,39995853908,1.783654544,0.270791874
-11,-2,-4,4485.76,2468.24,2572.422018,40210021479,1.81739215,0.282883794
-10,-2,-4,4546.38,2458.14,2586.325688,40427436432,1.849520369,0.29345036
-9,-2,-4,4601.06,2450.4,2598.866972,40635906200,1.877677114,0.302032833
-8,-2,-4,4646.656,2445.872,2609.324771,40846685683,1.899795247,0.308371996
-7,-2,-4,4680.18,2445.1,2617.013761,41064053169,1.914105763,0.312298282
-6,-2,-4,4696.92,2448.52,2620.853211,41274541329,1.918268995,0.313415844
-5,-2,-4,4698.507692,2455.942308,2621.217361,41487152843,1.913118104,0.312031551
-4,-2,-4,4687.964,2466.648,2618.799083,41701024107,1.900540328,0.308579728
-3,-2,-4,4668.516,2478.6,2614.338532,41879046246,1.883529412,0.303743248
-2,-2,-4,4644.853846,2487.507692,2608.911433,41937659606,1.867272154,0.298930737
-1,-2,-4,4615.536,2491.128,2602.187156,41807603630,1.85278958,0.294477971
0,-2,-4,4577.604,2486.768,2593.487156,41399713189,1.840784504,0.290662509
1,-2,-4,4530.7,2475.9,2582.729358,40755862412,1.829920433,0.28710801
2,-2,-4,4475.868,2461.436,2570.153211,39964081383,1.818397066,0.283227711
3,-2,-4,4415.676,2446.072,2556.347706,39114468466,1.805210967,0.278642218
4,-2,-4,4358.414286,2435.385714,2543.214286,38404332524,1.789619714,0.273009847
5,-2,-4,4311.18,2432.44,2532.380734,37953082862,1.772368486,0.266495903
6,-2,-4,4276.6,2439.08,2524.449541,37814522763,1.753366023,0.258953946
7,-2,-4,4253.0,2453.98,2519.036697,37938011334,1.733102959,0.250454904
8,-2,-4,4240.0,2472.36,2516.055046,38215491650,1.714960604,0.242412751
9,-2,-4,4237.66,2491.38,2515.518349,38593809903,1.700928803,0.235891145
10,-2,-4,4248.7,2506.504,2518.050459,39014370235,1.695070106,0.233086016
11,-2,-4,4272.844,2516.056,2523.588073,39447300783,1.698230882,0.234605546
12,-2,-4,4310.144,2517.936,2532.143119,39844120650,1.71177663,0.240956699
13,-2,-4,4356.332,2511.78,2542.736697,40137542773,1.734360493,0.2509968
14,-2,-4,4400.712,2497.348,2552.915596,40202495721,1.762154093,0.262491414
15,-2,-4,4438.648,2476.192,2561.616514,40022950793,1.79252982,0.274079015
16,-2,-4,4462.416,2451.724,2567.06789,39619801768,1.82011352,0.283813066
17,-2,-4,4471.356,2426.012,2569.118349,39053692070,1.843088987,0.291403924
18,-2,-4,4462.992308,2403.569231,2567.200071,38434255727,1.856818706,0.295732918
19,-2,-4,4438.804,2385.5,2561.652294,37812032523,1.86074366,0.296943345
20,-2,-4,4402.496,2373.644,2553.324771,37262014996,1.854741486,0.295087508
21,-2,-4,4356.503846,2368.4,2542.776112,36805563834,1.839429086,0.290224404
22,-2,-4,4307.6,2370.5,2531.559633,36497199681,1.817169374,0.28280743
23,-2,-4,4260.22,2379.74,2520.692661,36350813147,1.790203972,0.273225173
24,-2,-4,4225.82,2395.396,2512.802752,36428610924,1.764142547,0.263279872
-24,-1,-4,4233.74,2493.52,2514.619266,38601122630,1.697896949,0.234445694
-23,-1,-4,4216.12,2480.88,2510.577982,38172221165,1.699445358,0.235185555
-22,-1,-4,4201.0,2472.948,2507.110092,37866423912,1.698782182,0.234869099
-21,-1,-4,4189.24,2469.48,2504.412844,37684870537,1.696405721,0.23372988
-20,-1,-4,4182.8,2470.38,2502.93578,37642471601,1.693180806,0.232170775
-19,-1,-4,4184.12,2476.06,2503.238532,37770117655,1.68982981,0.230534454
-18,-1,-4,4194.46,2481.78,2505.610092,37984888625,1.690101459,0.230667726
-17,-1,-4,4216.12,2487.0,2510.577982,38298478744,1.69526337,0.233179345
-16,-1,-4,4252.22,2491.0,2518.857798,38722994922,1.70703332,0.238761897
-15,-1,-4,4299.24,2489.64,2529.642202,39127623166,1.726852075,0.247731868
-14,-1,-4,4354.56,2484.06,2542.330275,39495230087,1.753001135,0.258805176
-13,-1,-4,4417.32,2476.06,2556.724771,39843406124,1.784011696,0.270925679
-12,-1,-4,4476.22,2465.9,2570.233945,40076647102,1.815247982,0.282146964
-11,-1,-4,4532.68,2456.06,2583.183486,40270354793,1.84550866,0.292177755
-10,-1,-4,4585.4,2448.84,2595.275229,40480157544,1.872478398,0.300492811
-9,-1,-4,4631.0,2444.14,2605.733945,40688505430,1.894735981,0.306951628
-8,-1,-4,4666.516,2442.224,2613.879817,40890238203,1.910764942,0.31139354
-7,-1,-4,4690.08,2443.1,2619.284404,41079557289,1.91972494,0.313804105
-6,-1,-4,4698.52,2447.22,2621.220183,41250500288,1.919941812,0.313861826
-5,-1,-4,4693.892308,2454.480769,2620.158786,41414722279,1.912376893,0.311830968
-4,-1,-4,4679.496,2464.568,2616.856881,41583592377,1.898708415,0.30806832
-3,-1,-4,4657.652,2475.632,2611.846789,41719148599,1.881399174,0.303123474
-2,-1,-4,4632.215385,2484.1,2606.012703,41751755758,1.864745938,0.298165519
-1,-1,-4,4601.364,2487.76,2598.936697,41610314146,1.849601248,0.293475885
0,-1,-4,4562.196,2483.592,2589.953211,41197878420,1.836934569,0.289414154
1,-1,-4,4514.95,2473.0,2579.116972,40559137974,1.825697533,0.285699421
2,-1,-4,4461.724,2458.752,2566.909174,39786478839,1.814629536,0.281933671
3,-1,-4,4405.704,2443.676,2554.06055,38977936047,1.802900221,0.277822135
4,-1,-4,4355.542857,2433.585714,2542.555701,38339250329,1.789763488,0.273062866
5,-1,-4,4316.44,2431.32,2533.587156,37970566597,1.77534837,0.267643075
6,-1,-4,4288.78,2438.26,2527.243119,37898776513,1.758951055,0.261212142
7,-1,-4,4270.12,2452.84,2522.963303,38062750502,1.740888113,0.253778445
8,-1,-4,4259.64,2470.12,2520.559633,38345814590,1.724466828,0.246679711
9,-1,-4,4257.62,2487.54,2520.09633,38700096072,1.711578507,0.240865642
10,-1,-4,4267.132,2500.82,2522.277982,39071004457,1.706293136,0.238416599
11,-1,-4,4288.32,2508.724,2527.137615,39439519238,1.709363007,0.239843746
12,-1,-4,4321.608,2509.236,2534.772477,39762028678,1.722280407,0.245708811
13,-1,-4,4362.656,2502.468,2544.187156,39984738993,1.743341373,0.254810513
14,-1,-4,4401.228,2488.408,2553.033945,39998482684,1.768692272,0.265067662
15,-1,-4,4432.956,2468.428,2560.311009,39789972439,1.795861982,0.275293044
16,-1,-4,4450.496,2446.12,2564.333945,39389535760,1.819410331,0.283573577
17,-1,-4,4453.236,2422.76,2564.962385,38837400022,1.838083838,0.28978809
18,-1,-4,4438.992308,2402.730769,2561.695483,38238463774,1.84747803,0.292804092
19,-1,-4,4410.14,2386.812,2555.077982,37638141727,1.847711508,0.292878141
20,-1,-4,4372.264,2376.652,2546.390826,37117450753,1.839673625,0.290303556
21,-1,-4,4328.442308,2372.85,2536.339979,36706431203,1.824153363,0.285180505
22,-1,-4,4285.92,2376.16,2526.587156,36465715735,1.803716921,0.278112555
23,-1,-4,4248.28,2386.04,2517.954128,36399731880,1.780473085,0.269594216
24,-1,-4,4224.952,2401.692,2512.60367,36559910027,1.759156461,0.261294523
-24,0,-4,4243.42,2494.46,2516.83945,38712716416,1.701137721,0.235990263
-23,0,-4,4232.22,2481.4,2514.270642,38334075514,1.705577497,0.238082025
-22,0,-4,4222.524,2472.732,2512.046789,38062549330,1.707635118,0.239042076
-21,0,-4,4215.4,2468.1,2510.412844,37899945175,1.707953486,0.239190096
-20,0,-4,4213.04,2467.28,2509.87156,37861073767,1.707564606,0.239009274
-19,0,-4,4218.42,2470.82,2511.105505,37984624054,1.707295554,0.238884047
-18,0,-4,4233.02,2474.1,2514.454128,38188186754,1.710933269,0.24056872
-17,0,-4,4259.42,2476.88,2520.509174,38489106105,1.719671522,0.244542162
-16,0,-4,4300.64,2478.74,2529.963303,38900871644,1.73501053,0.251276145
-15,0,-4,4352.1,2475.64,2541.766055,39281938776,1.757969656,0.260817886
-14,0,-4,4409.48,2469.32,2554.926606,39618643710,1.785706186,0.271558753
-13,0,-4,4470.88,2461.6,2569.009174,39928700123,1.816249594,0.282491675
-12,0,-4,4525.28,2452.86,2581.486239,40133058007,1.844899424,0.291983362
-11,0,-4,4574.14,2445.4,2592.692661,40308079682,1.870507892,0.299903936
-10,0,-4,4616.36,2440.88,2602.376147,40497249709,1.891268723,0.305968215
-9,0,-4,4650.22,2438.68,2610.142202,40680231766,1.906859449,0.310326792
-8,0,-4,4673.856,2438.644,2615.563303,40845552366,1.91657987,0.312963738
-7,0,-4,4686.66,2440.62,2618.5,40988482151,1.920274357,0.313950276
-6,0,-4,4687.28,2444.8,2618.642202,41105931688,1.917244764,0.313141915
-5,0,-4,4677.580769,2451.665385,2616.417608,41222599046,1.907919734,0.310617374
-4,0,-4,4660.644,2460.944,2612.533028,41349564942,1.893843988,0.306699416
-3,0,-4,4637.632,2471.16,2607.255046,41451605836,1.876702439,0.301745594
-2,0,-4,4611.376923,2479.5,2601.233239,41472626300,1.859801139,0.296653757
-1,0,-4,4579.852,2483.548,2594.002752,41334625860,1.844076297,0.291720246
0,0,-4,4540.728,2480.284,2585.029358,40945266781,1.830729062,0.287375994
1,0,-4,4495.1,2470.7,2574.56422,40344938391,1.819362934,0.283557418
2,0,-4,4446.228,2457.412,2563.355046,39630887599,1.809313212,0.280085831
3,0,-4,4397.172,2443.336,2552.10367,38901925549,1.799659155,0.276663385
4,0,-4,4355.728571,2434.342857,2542.598296,38358412436,1.789283115,0.27288564
5,0,-4,4325.16,2433.0,2535.587156,38080127359,1.777706535,0.268544292
6,0,-4,4303.92,2440.08,2530.715596,38066277997,1.763843808,0.263161694
7,0,-4,4288.86,2453.88,2527.261468,38247715211,1.747787178,0.256662581
8,0,-4,4279.72,2469.84,2525.165138,38519342822,1.732792408,0.250320779
9,0,-4,4276.98,2485.44,2524.536697,38833496558,1.720814021,0.245054165
10,0,-4,4284.328,2496.78,2526.222018,39145671737,1.715941332,0.242858493
11,0,-4,4302.512,2502.816,2530.392661,39444895530,1.719068441,0.244271203
12,0,-4,4331.876,2501.88,2537.127523,39693969501,1.731448351,0.249738902
13,0,-4,4368.156,2494.204,2545.448624,39845561461,1.751322666,0.258118871
14,0,-4,4401.948,2480.084,2553.199083,39809616796,1.774918914,0.267478323
15,0,-4,4428.82,2461.032,2559.362385,39578819490,1.799578388,0.276634382
16,0,-4,4442.036,2440.636,2562.393578,39189911568,1.820032156,0.283785378
17,0,-4,4440.752,2419.496,2562.099083,38663378122,1.835403737,0.288914363
18,0,-4,4423.146154,2401.784615,2558.061044,38098777265,1.841608163,0.290928
19,0,-4,4392.068,2387.964,2550.933028,37534494399,1.839252183,0.290167113
20,0,-4,4354.248,2379.46,2542.258716,37052946664,1.829931161,0.287111569
21,0,-4,4313.307692,2376.95,2532.868737,36690151770,1.81463964,0.281937159
22,0,-4,4276.3,2381.14,2524.380734,36506479535,1.795904483,0.275308459
23,0,-4,4246.22,2391.34,2517.481651,36502078435,1.775665526,0.26776462
24,0,-4,4231.212,2406.528,2514.03945,36717349522,1.758222634,0.260919618
-24,1,-4,4261.4,2493.22,2520.963303,38855946497,1.709195338,0.239766134
-23,1,-4,4255.6,2479.76,2519.633028,38515788176,1.716133819,0.242945828
-22,1,-4,4250.348,2470.332,2518.42844,38266473377,1.720557399,0.244939311
-21,1,-4,4246.92,2464.38,2517.642202,38108106280,1.72332189,0.246172064
-20,1,-4,4248.18,2461.72,2517.931193,38062314126,1.725695855,0.24722276
-19,1,-4,4257.58,2463.0,2520.087156,38173737915,1.72861551,0.248505061
-18,1,-4,4276.58,2464.04,2524.444954,38364704479,1.735596825,0.25152765
-17,1,-4,4307.84,2464.62,2531.614679,38650786675,1.747871883,0.256697642
-16,1,-4,4353.7,2464.84,2542.133028,39048156282,1.766321546,0.264138906
-15,1,-4,4408.42,2460.84,2554.683486,39408749916,1.791428943,0.273675537
-14,1,-4,4466.0,2454.62,2567.889908,39718929463,1.819426225,0.283578995
-13,1,-4,4523.68,2447.88,2581.119266,39995075910,1.847999085,0.292969288
-12,1,-4,4571.36,2441.02,2592.055046,40174402205,1.872725336,0.300566406
-11,1,-4,4610.18,2435.96,2600.958716,40323448659,1.892551602,0.306333031
-10,1,-4,4639.18,2433.78,2607.610092,40471700827,1.90616243,0.31013537
-9,1,-4,4658.74,2433.66,2612.09633,40605823848,1.914293698,0.312348966
-8,1,-4,4668.932,2434.868,2614.433945,40709466661,1.917529821,0.313218219
-7,1,-4,4670.52,2437.32,2614.798165,40786546161,1.916252277,0.312875847
-6,1,-4,4663.68,2441.26,2613.229358,40844346680,1.910357766,0.311282783
-5,1,-4,4649.834615,2447.311538,2610.053811,40907788809,1.899976583,0.308422587
-4,1,-4,4631.252,2455.604,2605.791743,40993576315,1.885993018,0.30445603
-3,1,-4,4607.972,2465.064,2600.452294,41070178462,1.869311304,0.299544947
-2,1,-4,4581.592308,2473.423077,2594.401905,41087553839,1.852328601,0.294333581
-1,1,-4,4550.272,2478.44,2587.218349,40973516710,1.835941963,0.289090308
0,1,-4,4512.88,2476.632,2578.642202,40633430665,1.822184321,0.284515797
1,1,-4,4471.2,2468.95,2569.082569,40111441984,1.810972276,0.280665255
2,1,-4,4429.532,2457.456,2559.525688,39498567618,1.802486799,0.277674882
3,1,-4,4390.432,2445.12,2550.557798,38890349984,1.795589583,0.275194205
4,1,-4,4359.257143,2437.657143,2543.407602,38464165418,1.788297897,0.272521443
5,1,-4,4337.62,2437.38,2538.444954,38282405278,1.779624023,0.269272832
6,1,-4,4322.14,2444.42,2534.894495,38316397740,1.768165863,0.264861961
7,1,-4,4309.7,2457.0,2532.041284,38496117650,1.754049654,0.259232262
8,1,-4,4300.76,2471.28,2529.990826,38737095882,1.740296526,0.253528486
9,1,-4,4296.52,2484.74,2529.018349,38995758495,1.72916281,0.248744227
10,1,-4,4301.164,2494.04,2530.083486,39241315001,1.724576992,0.246728466
11,1,-4,4316.144,2498.072,2533.519266,39466505656,1.727790072,0.248143634
12,1,-4,4341.78,2495.448,2539.399083,39639771368,1.739879973,0.25335223
13,1,-4,4373.756,2486.548,2546.733028,39718922960,1.75896705,0.261218559
14,1,-4,4403.54,2472.208,2553.56422,39637649202,1.781217438,0.269875355
15,1,-4,4426.708,2453.896,2558.877982,39390293432,1.803950942,0.278195657
16,1,-4,4436.912,2435.184,2561.218349,39017445588,1.822002773,0.284454339
17,1,-4,4433.428,2416.204,2560.419266,38527765713,1.834873214,0.2887407
18,1,-4,4414.369231,2400.615385,2556.047989,38005473673,1.838849013,0.290036448
19,1,-4,4382.924,2388.756,2548.83578,37486465014,1.834814439,0.288721446
20,1,-4,4346.34,2381.684,2540.444954,37047362142,1.824902044,0.285432356
21,1,-4,4308.426923,2380.319231,2531.749294,36731960856,1.810020634,0.280333205
22,1,-4,4276.0,2385.14,2524.311927,36595416242,1.792766882,0.274165744
23,1,-4,4251.82,2395.28,2518.766055,36634686235,1.775082663,0.267541165
24,1,-4,4242.944,2409.524,2516.730275,36879625298,1.760905473,0.261994081
-24,2,-4,4283.92,2489.32,2526.12844,38980878837,1.720919769,0.245101469
-23,2,-4,4282.18,2475.52,2525.729358,38665301764,1.729810302,0.249026686
-22,2,-4,4280.24,2465.476,2525.284404,38428434123,1.736070438,0.251730509
-21,2,-4,4279.82,2458.4,2525.188073,38269329024,1.740896518,0.253781993
-20,2,-4,4284.36,2454.18,2526.229358,38215578833,1.745739921,0.255812621
-19,2,-4,4297.6,2453.7,2529.266055,38318720063,1.751477361,0.258182259
-18,2,-4,4320.8,2453.0,2534.587156,38500137950,1.761434978,0.262205196
-17,2,-4,4356.36,2452.16,2542.743119,38777812275,1.776539867,0.268099154
-16,2,-4,4405.58,2451.52,2554.03211,39164043437,1.797080995,0.27573448
-15,2,-4,4461.62,2447.38,2566.885321,39507005206,1.823018902,0.284797948
-14,2,-4,4517.44,2441.84,2579.688073,39795477523,1.850014743,0.293606299
-13,2,-4,4569.46,2436.46,2591.619266,40042615300,1.875450449,0.301375624
-12,2,-4,4608.6,2431.48,2600.59633,40194356432,1.895388817,0.307135877
-11,2,-4,4635.92,2428.46,2606.862385,40307271229,1.908995825,0.310911543
-10,2,-4,4651.08,2428.04,2610.33945,40401888559,1.91556976,0.312692517
-9,2,-4,4656.74,2429.18,2611.637615,40471784714,1.917000799,0.31307657
-8,2,-4,4654.74,2431.02,2611.178899,40507148818,1.914727152,0.31246578
-7,2,-4,4646.66,2433.5,2609.325688,40516873782,1.909455517,0.31103698
-6,2,-4,4633.46,2436.92,2606.298165,40514682429,1.901359093,0.308807577
-5,2,-4,4615.946154,2442.065385,2602.281228,40525488606,1.890181231,0.305658077
-4,2,-4,4595.624,2449.48,2597.620183,40572001123,1.876163104,0.301586356
-3,2,-4,4572.048,2458.364,2592.212844,40627135850,1.859792935,0.296651233
-2,2,-4,4546.107692,2466.992308,2586.263232,40650542732,1.842773355,0.291302632
-1,2,-4,4516.304,2473.048,2579.427523,40571011305,1.8262096,0.285871044
0,2,-4,4482.376,2473.156,2571.645872,40304127269,1.812411348,0.281165807
1,2,-4,4446.8,2467.75,2563.486239,39885996794,1.801965353,0.277488922
2,2,-4,4413.96,2458.672,2555.954128,39402160508,1.795261832,0.275075186
3,2,-4,4385.84,2448.592,2549.504587,38935414374,1.791168149,0.27357978
4,2,-4,4364.871429,2442.828571,2544.695282,38630340548,1.786810372,0.271969726
5,2,-4,4351.2,2443.28,2541.559633,38529637032,1.780884712,0.269749756
6,2,-4,4340.48,2449.82,2539.100917,38592299739,1.77175466,0.266258429
7,2,-4,4329.52,2460.92,2536.587156,38753632182,1.759309527,0.261355882
8,2,-4,4320.18,2473.34,2534.444954,38953206000,1.746698796,0.256211331
9,2,-4,4314.06,2484.9,2533.041284,39156766733,1.736110105,0.251747486
10,2,-4,4316.256,2492.18,2533.544954,39337588186,1.731919845,0.249943281
11,2,-4,4328.644,2494.468,2536.386239,39500005921,1.735297466,0.251399286
12,2,-4,4351.152,2490.24,2541.548624,39605655722,1.74728219,0.256453383
13,2,-4,4379.612,2480.204,2548.076147,39622805028,1.765827327,0.263944523
14,2,-4,4406.28,2465.56,2554.192661,39503202592,1.787131524,0.272089027
15,2,-4,4426.656,2447.736,2558.866055,39241489423,1.808469541,0.279790209
16,2,-4,4434.776,2430.348,2560.72844,38883230417,1.824749377,0.28538104
17,2,-4,4429.992,2413.088,2559.631193,38425849812,1.835818669,0.289050024
18,2,-4,4410.461538,2399.184615,2555.151729,37941794907,1.838316864,0.289863776
19,2,-4,4379.332,2388.82,2548.011927,37461533043,1.83326161,0.288211705
20,2,-4,4344.248,2382.86,2539.965138,37059672338,1.823123473,0.284833258
21,2,-4,4308.923077,2382.346154,2531.863091,36782803881,1.808688914,0.279867141
22,2,-4,4280.14,2387.44,2525.261468,36679894083,1.79277385,0.274168292
23,2,-4,4260.4,2397.28,2520.733945,36747817124,1.777180805,0.268343877
24,2,-4,4255.864,2410.628,2519.693578,37009757591,1.765458627,0.263799335
-24,3,-4,4310.36,2482.54,2532.192661,39071468251,1.73627011,0.25181595
-23,3,-4,4311.56,2468.6,2532.46789,38772007200,1.746560804,0.256154019
-22,3,-4,4312.228,2458.036,2532.621101,38541009182,1.75433883,0.259349828
-21,3,-4,4314.58,2450.1,2533.16055,38382039207,1.760981184,0.262024286
-20,3,-4,4322.4,2444.66,2534.954128,38324027018,1.768098631,0.264835668
-19,3,-4,4339.7,2442.8,2538.922018,38424365130,1.776526936,0.268094212
-18,3,-4,4367.16,2440.98,2545.220183,38605595054,1.789101099,0.272818428
-17,3,-4,4406.48,2439.48,2554.238532,38883737205,1.80631938,0.279033818
-16,3,-4,4457.62,2438.68,2565.96789,39262417204,1.827882297,0.286430083
-15,3,-4,4512.94,2435.28,2578.655963,39596220981,1.853150356,0.294590858
-14,3,-4,4564.84,2430.9,2590.559633,39865356394,1.877839483,0.302080618
-13,3,-4,4609.16,2427.18,2600.724771,40085173302,1.898977414,0.308143555
-12,3,-4,4637.88,2423.98,2607.311927,40201709708,1.913332618,0.312089536
-11,3,-4,4652.32,2422.68,2610.623853,40267003836,1.920319646,0.313962317
-10,3,-4,4653.5,2423.42,2610.894495,40294972473,1.920220185,0.313935873
-9,3,-4,4646.08,2425.18,2609.192661,40290685296,1.915767077,0.312745549
-8,3,-4,4633.192,2427.16,2606.236697,40253613414,1.908894346,0.310883834
-7,3,-4,4616.8,2429.22,2602.477064,40192926308,1.900527741,0.308576221
-6,3,-4,4597.78,2431.88,2598.114679,40127716718,1.890627827,0.305785539
-5,3,-4,4576.473077,2436.223077,2593.22777,40087459234,1.878511504,0.302278188
-4,3,-4,4554.18,2442.816,2588.114679,40094178809,1.86431561,0.298034691
-3,3,-4,4530.172,2451.224,2582.608257,40128811399,1.848126487,0.293009647
-2,3,-4,4505.376923,2460.130769,2576.921313,40162707060,1.831356682,0.287583607
-1,3,-4,4478.584,2467.488,2570.776147,40134478426,1.815037804,0.282074516
0,3,-4,4450.508,2469.744,2564.336697,39964253663,1.802011868,0.277505521
