X,Y,Z,Vp,Vs,ro,E,Vp_Vs,Pr
-24,-10,-10,4397.38,2529.14,2552.151376,40905319542,1.738685877,0.252845805
-23,-10,-10,4359.94,2524.86,2543.56422,40463301829,1.726804655,0.247711022
-22,-10,-10,4314.2,2515.7,2533.073394,39833950050,1.714910363,0.242389882
-21,-10,-10,4266.1,2504.8,2522.041284,39145410452,1.703169914,0.236951167
-20,-10,-10,4221.6,2492.3,2511.834862,38459911964,1.69385708,0.232498988
-19,-10,-10,4183.12,2479.14,2503.009174,37822733442,1.687327057,0.229301382
-18,-10,-10,4156.24,2469.7,2496.844037,37375532153,1.682892659,0.227093259
-17,-10,-10,4139.4,2463.42,2492.981651,37089401757,1.680346835,0.225811876
-16,-10,-10,4131.8,2460.16,2491.238532,36952275034,1.679484261,0.225375429
-15,-10,-10,4134.22,2460.94,2491.793578,36990841062,1.679935309,0.225603796
-14,-10,-10,4145.88,2463.92,2494.46789,37161487699,1.6826358,0.226964431
-13,-10,-10,4167.3,2468.12,2499.380734,37449786713,1.688451129,0.229856363
-12,-10,-10,4198.76,2472.7,2506.59633,37840290601,1.69804667,0.234517385
-11,-10,-10,4239.48,2477.64,2515.93578,38322428396,1.711096043,0.240643678
-10,-10,-10,4289.24,2483.5,2527.348624,38902890607,1.727094826,0.24783854
-9,-10,-10,4341.48,2488.66,2539.330275,39484532939,1.744505075,0.255297558
-8,-10,-10,4391.68,2492.06,2550.844037,40001385392,1.762268966,0.262537081
-7,-10,-10,4434.1,2493.3,2560.573394,40393647965,1.778406128,0.268810541
-6,-10,-10,4461.6,2492.4,2566.880734,40603273163,1.790081849,0.273180193
-5,-10,-10,4475.9,2489.62,2570.16055,40654449737,1.797824568,0.276003043
-4,-10,-10,4479.24,2486.1,2570.926606,40596018442,1.801713527,0.277399023
-3,-10,-10,4477.1,2482.12,2570.43578,40481279443,1.803740351,0.278120877
-2,-10,-10,4475.32,2478.44,2570.027523,40376846760,1.80570036,0.278815261
-1,-10,-10,4475.4,2475.12,2570.045872,40296254811,1.808154756,0.279679741
0,-10,-10,4479.34,2472.58,2570.949541,40265645595,1.811605691,0.280885808
1,-10,-10,4485.14,2470.44,2572.279817,40259344017,1.815522741,0.282241614
2,-10,-10,4487.46,2468.32,2572.811927,40225483991,1.818021974,0.283099447
3,-10,-10,4483.78,2466.66,2571.96789,40155343414,1.817753561,0.283007585
4,-10,-10,4469.32,2465.96,2568.651376,40023207665,1.812405716,0.281163852
5,-10,-10,4445.92,2465.68,2563.284404,39828812300,1.803121248,0.277900795
6,-10,-10,4413.48,2465.76,2555.844037,39567060966,1.78990656,0.273115605
7,-10,-10,4371.1,2467.8,2546.123853,39263157183,1.771253748,0.266064343
8,-10,-10,4331.2,2472.6,2536.972477,39032418164,1.751678395,0.258264595
9,-10,-10,4298.7,2482.0,2529.518349,38955271429,1.73195004,0.24995636
10,-10,-10,4279.86,2497.5,2525.197248,39119603454,1.713657658,0.241818562
11,-10,-10,4288.352,2515.792,2527.144954,39590765577,1.704573351,0.237611361
12,-10,-10,4327.316,2534.416,2536.081651,40364559846,1.707421355,0.238942612
13,-10,-10,4391.696,2550.176,2550.847706,41328120404,1.722114866,0.245635048
14,-10,-10,4479.168,2558.68,2570.910092,42341377317,1.750577642,0.257813198
15,-10,-10,4573.32,2560.184,2592.504587,43222212483,1.786324733,0.271789124
16,-10,-10,4656.208,2554.788,2611.515596,43793806182,1.822541831,0.284636737
17,-10,-10,4724.888,2545.744,2627.26789,44115747497,1.855994947,0.29547737
18,-10,-10,4773.084615,2534.046154,2638.322159,44175762202,1.883582352,0.30375861
19,-10,-10,4800.94,2520.42,2644.711009,44009604688,1.904817451,0.309765101
20,-10,-10,4797.4,2506.08,2643.899083,43582789181,1.914304412,0.312351855
21,-10,-10,4754.8,2488.8,2634.12844,42791175687,1.910478946,0.311315756
22,-10,-10,4665.9,2467.7,2613.738532,41568466169,1.890788994,0.305831503
23,-10,-10,4532.7,2443.9,2583.188073,39962036195,1.854699456,0.295074414
24,-10,-10,4369.611538,2421.626923,2545.782463,38169688361,1.804411529,0.278359065
-24,-9,-10,4376.16,2532.56,2547.284404,40786576611,1.727959061,0.248217698
-23,-9,-10,4336.96,2526.6,2538.293578,40286378806,1.716520225,0.243120996
-22,-9,-10,4290.7,2515.6,2527.683486,39609103822,1.705636826,0.238109789
-21,-9,-10,4243.7,2503.1,2516.90367,38895438471,1.695377732,0.233234545
-20,-9,-10,4201.2,2489.8,2507.155963,38212475586,1.687364447,0.229319873
-19,-9,-10,4164.5,2476.62,2498.738532,37592740398,1.681525628,0.226406446
-18,-9,-10,4138.54,2468.22,2492.784404,37175322614,1.676730599,0.223974296
-17,-9,-10,4121.7,2463.66,2488.922018,36922746731,1.672998709,0.222056179
-16,-9,-10,4112.98,2462.68,2486.922018,36818693502,1.670123605,0.220563121
-15,-9,-10,4113.8,2465.42,2487.110092,36879372917,1.668600076,0.219766476
-14,-9,-10,4123.6,2469.92,2489.357798,37062321871,1.669527758,0.220252009
-13,-9,-10,4143.74,2474.94,2493.977064,37357486860,1.674278972,0.222716723
-12,-9,-10,4174.96,2479.44,2501.137615,37750154613,1.683831833,0.227563438
-11,-9,-10,4217.18,2483.62,2510.821101,38238861534,1.697997278,0.234493738
-10,-9,-10,4270.76,2488.0,2523.110092,38831486818,1.716543408,0.2431315
-9,-9,-10,4328.76,2491.38,2536.412844,39432270235,1.737494882,0.252338969
-8,-9,-10,4386.52,2492.9,2549.66055,39976107497,1.759605279,0.261474364
-7,-9,-10,4437.4,2492.5,2561.330275,40402531113,1.780300903,0.269529102
-6,-9,-10,4472.6,2490.5,2569.40367,40648610360,1.795864284,0.275293879
-5,-9,-10,4493.04,2487.56,2574.091743,40744529903,1.806203669,0.278992992
-4,-9,-10,4498.94,2484.86,2575.444954,40725901122,1.810540634,0.280514748
-3,-9,-10,4495.58,2482.78,2574.674312,40647393145,1.81070413,0.280571777
-2,-9,-10,4488.8,2481.66,2573.119266,40564983219,1.808789278,0.279902322
-1,-9,-10,4480.34,2480.84,2571.178899,40476299231,1.805977008,0.278912981
0,-9,-10,4473.42,2479.8,2569.591743,40394656490,1.803943866,0.278193145
1,-9,-10,4467.84,2477.66,2568.311927,40297107024,1.803249841,0.277946537
2,-9,-10,4459.78,2473.74,2566.463303,40136304445,1.802849127,0.277803945
3,-9,-10,4447.58,2469.08,2563.665138,39924478195,1.80131061,0.277255061
4,-9,-10,4427.04,2464.68,2558.954128,39651935283,1.796192609,0.275412915
5,-9,-10,4400.3,2461.1,2552.821101,39348557370,1.787940352,0.272389033
6,-9,-10,4366.94,2459.04,2545.169725,39025064523,1.775871885,0.267843648
7,-9,-10,4325.9,2460.5,2535.756881,38713292641,1.75813859,0.260885828
8,-9,-10,4288.2,2466.5,2527.110092,38521037316,1.738576931,0.252799514
9,-9,-10,4258.2,2478.3,2520.229358,38508393894,1.718193923,0.243877436
10,-9,-10,4241.672,2496.936,2516.438532,38747777138,1.698750789,0.234854103
11,-9,-10,4251.716,2518.38,2518.742202,39289800939,1.688274208,0.22976914
12,-9,-10,4291.852,2539.56,2527.947706,40127119692,1.689998267,0.230617112
13,-9,-10,4356.988,2556.624,2542.887156,41135129534,1.704195846,0.237434051
14,-9,-10,4445.108,2565.668,2563.098165,42187020713,1.732534373,0.250209244
15,-9,-10,4539.264,2566.176,2584.693578,43067651867,1.768882571,0.26514195
16,-9,-10,4620.932,2557.768,2603.424771,43572868704,1.806626715,0.279142197
17,-9,-10,4688.448,2543.98,2618.910092,43774976940,1.842957885,0.291361861
18,-9,-10,4735.461538,2525.907692,2629.693013,43662042802,1.874756371,0.301170031
19,-9,-10,4763.36,2505.0,2636.091743,43301061927,1.901540918,0.308858116
20,-9,-10,4761.24,2485.04,2635.605505,42734139895,1.915961111,0.312797674
21,-9,-10,4722.5,2463.9,2626.720183,41874659848,1.916676813,0.312989734
22,-9,-10,4640.6,2441.7,2607.93578,40692427799,1.900561084,0.308585509
23,-9,-10,4517.5,2419.7,2579.701835,39235367740,1.866966979,0.29883855
24,-9,-10,4367.653846,2401.584615,2545.333451,37679403618,1.818654991,0.283315837
-24,-8,-10,4353.54,2534.78,2542.09633,40623208460,1.717521836,0.243574129
-23,-8,-10,4314.12,2527.12,2533.055046,40080195422,1.707129064,0.238806506
-22,-8,-10,4269.2,2514.5,2522.752294,39379393748,1.697832571,0.234414858
-21,-8,-10,4224.7,2500.7,2512.545872,38662297875,1.689406966,0.230326786
-20,-8,-10,4184.8,2486.7,2503.394495,37990948688,1.682872884,0.227083344
-19,-8,-10,4150.16,2473.62,2495.449541,37394245204,1.677767806,0.224503458
-18,-8,-10,4125.14,2466.02,2489.711009,37002018353,1.672792597,0.22194959
-17,-8,-10,4108.14,2462.9,2485.811927,36775462053,1.668009257,0.219456513
-16,-8,-10,4098.66,2463.72,2483.637615,36697567763,1.663606254,0.217128295
-15,-8,-10,4098.36,2467.96,2483.568807,36774740407,1.66062659,0.215534222
-14,-8,-10,4107.46,2473.48,2485.655963,36970032705,1.660599641,0.215519736
-13,-8,-10,4127.74,2478.96,2490.307339,37277191788,1.665109562,0.217926852
-12,-8,-10,4160.42,2483.04,2497.802752,37679974071,1.675534828,0.223362118
-11,-8,-10,4205.6,2486.3,2508.165138,38183617639,1.691509472,0.231356734
-10,-8,-10,4264.04,2489.34,2521.568807,38798002439,1.71291989,0.241481098
-9,-8,-10,4328.12,2491.32,2536.266055,39425202001,1.737279836,0.252247269
-8,-8,-10,4392.66,2491.64,2551.068807,40000110659,1.762959336,0.262811232
-7,-8,-10,4450.1,2490.3,2564.243119,40456657177,1.786973457,0.272030321
-6,-8,-10,4490.3,2488.0,2573.463303,40732990801,1.804782958,0.278490696
-5,-8,-10,4513.74,2485.24,2578.83945,40854693757,1.816218957,0.282481144
-4,-8,-10,4519.58,2483.56,2580.178899,40859655395,1.819798998,0.283706002
-3,-8,-10,4513.42,2483.1,2578.766055,40798876249,1.81765535,0.282973957
-2,-8,-10,4501.62,2484.06,2576.059633,40727789241,1.812202604,0.281093317
-1,-8,-10,4485.68,2485.1,2572.40367,40624136111,1.805029979,0.278578166
0,-8,-10,4469.74,2484.98,2568.747706,40490826577,1.798702605,0.276319486
1,-8,-10,4455.26,2482.48,2565.426606,40311130897,1.794681125,0.274864052
2,-8,-10,4438.9,2476.76,2561.674312,40038658257,1.792220482,0.273965761
3,-8,-10,4420.34,2469.46,2557.417431,39711430522,1.790002673,0.273151023
4,-8,-10,4396.26,2462.02,2551.894495,39337138236,1.785631311,0.27153084
5,-8,-10,4368.14,2456.08,2545.444954,38966177676,1.7785007,0.268846493
6,-8,-10,4335.82,2452.74,2538.03211,38620401514,1.76774546,0.264697468
7,-8,-10,4297.5,2454.4,2529.243119,38333489078,1.750937093,0.257960756
8,-8,-10,4262.9,2462.1,2521.307339,38201497542,1.731408148,0.249721462
9,-8,-10,4235.8,2476.5,2515.091743,38264398114,1.710397739,0.240321851
10,-8,-10,4221.756,2497.628,2511.870642,38570831303,1.690306162,0.230768081
11,-8,-10,4233.224,2521.328,2514.500917,39166657310,1.678966005,0.225112639
12,-8,-10,4273.956,2543.608,2523.843119,40031635287,1.680273061,0.225774593
13,-8,-10,4338.732,2560.652,2538.7,41041128059,1.694385649,0.232755048
14,-8,-10,4425.252,2568.968,2558.544037,42072979571,1.722579651,0.245842059
15,-8,-10,4516.608,2567.764,2579.497248,42900800827,1.758965388,0.261217892
16,-8,-10,4594.304,2556.164,2597.317431,43303700199,1.797343206,0.275829246
17,-8,-10,4657.46,2538.02,2611.802752,43365902758,1.835076162,0.288807161
18,-8,-10,4700.169231,2514.638462,2621.598447,43084364675,1.869123257,0.299488435
19,-8,-10,4723.92,2488.04,2627.045872,42543917311,1.898651147,0.308052297
20,-8,-10,4718.94,2464.0,2625.90367,41852000845,1.915154221,0.312580756
21,-8,-10,4680.1,2440.6,2616.995413,40942039917,1.917602229,0.313237593
22,-8,-10,4602.3,2418.6,2599.151376,39811201565,1.902877698,0.309229007
23,-8,-10,4488.9,2399.1,2573.142202,38508679332,1.871076654,0.3000742
24,-8,-10,4354.434615,2385.480769,2542.301517,37197484759,1.825390786,0.285596503
-24,-7,-10,4328.94,2535.98,2536.454128,40414059593,1.70700873,0.238750438
-23,-7,-10,4291.06,2526.6,2527.766055,39846365696,1.698353519,0.234664212
-22,-7,-10,4249.1,2512.4,2518.142202,39140578477,1.691251393,0.231230665
-21,-7,-10,4208.3,2497.4,2508.784404,38435491892,1.685072475,0.228182463
-20,-7,-10,4171.7,2482.9,2500.389908,37787553304,1.680172379,0.225723698
-19,-7,-10,4139.26,2470.0,2492.949541,37217156004,1.675813765,0.223505124
-18,-7,-10,4115.26,2463.04,2487.444954,36847922064,1.670805184,0.220918285
-17,-7,-10,4098.28,2461.02,2483.550459,36642585201,1.665276999,0.21801556
-16,-7,-10,4088.36,2463.28,2481.275229,36586905405,1.659721997,0.215047288
-15,-7,-10,4087.76,2468.62,2481.137615,36680796723,1.655888715,0.212968228
-14,-7,-10,4097.24,2474.7,2483.311927,36890061866,1.65565119,0.212838562
-13,-7,-10,4119.28,2480.14,2488.366972,37214971161,1.660906239,0.215684471
-12,-7,-10,4155.1,2483.6,2496.582569,37638594014,1.673014978,0.222064589
-11,-7,-10,4205.08,2485.8,2508.045872,38168429630,1.691640518,0.231420711
-10,-7,-10,4269.72,2487.54,2522.87156,38812035496,1.716442751,0.243085891
-9,-7,-10,4340.56,2488.32,2539.119266,39468738656,1.744373714,0.25524266
-8,-7,-10,4411.42,2487.84,2555.37156,40072077813,1.77319281,0.266814183
-7,-7,-10,4473.9,2486.2,2569.701835,40554680298,1.799493202,0.276603785
-6,-7,-10,4516.6,2484.0,2579.495413,40846775099,1.818276973,0.283186659
-5,-7,-10,4540.02,2481.98,2584.866972,40982477543,1.829192822,0.286866399
-4,-7,-10,4543.3,2481.42,2585.619266,40994225380,1.830927453,0.287441657
-3,-7,-10,4532.78,2482.54,2583.206422,40939251717,1.825863833,0.285755182
-2,-7,-10,4515.84,2485.2,2579.321101,40870572280,1.817093192,0.282781306
-1,-7,-10,4493.42,2487.6,2574.178899,40748610519,1.806327384,0.279036642
0,-7,-10,4469.96,2487.84,2568.798165,40562163574,1.796723262,0.275605084
1,-7,-10,4448.22,2484.46,2563.811927,40300661379,1.790417234,0.273303686
2,-7,-10,4425.06,2477.04,2558.5,39930983906,1.786430578,0.271828506
3,-7,-10,4401.5,2467.3,2553.09633,39504931001,1.783933855,0.270896528
4,-7,-10,4375.44,2457.54,2547.119266,39060503084,1.780414561,0.269572087
5,-7,-10,4347.3,2450.0,2540.665138,38652973105,1.774408163,0.267282133
6,-7,-10,4316.9,2446.44,2533.692661,38318623651,1.76456402,0.263446435
7,-7,-10,4282.2,2449.2,2525.733945,38086710196,1.748407643,0.256919208
8,-7,-10,4251.3,2459.2,2518.646789,38035850218,1.728732921,0.248556401
9,-7,-10,4227.6,2476.3,2513.211009,38184272781,1.707224488,0.238850953
10,-7,-10,4216.304,2499.492,2510.620183,38556000334,1.686864371,0.229072387
11,-7,-10,4229.116,2524.38,2513.558716,39187029680,1.675308789,0.22324614
12,-7,-10,4270.092,2546.58,2522.956881,40053309007,1.67679476,0.224007079
13,-7,-10,4333.736,2562.228,2537.554128,41024640476,1.691393584,0.231300136
14,-7,-10,4416.844,2568.78,2556.615596,41987635715,1.719432571,0.24443486
15,-7,-10,4503.26,2565.128,2576.43578,42715540322,1.755569313,0.259849025
16,-7,-10,4574.564,2550.24,2592.789908,42984431817,1.793777841,0.274534984
17,-7,-10,4630.912,2528.012,2605.713761,42888828469,1.831839406,0.287743063
18,-7,-10,4666.146154,2500.346154,2613.794989,42440392221,1.866200065,0.298606573
19,-7,-10,4681.86,2469.38,2617.399083,41730207967,1.895965789,0.307298476
20,-7,-10,4669.84,2442.78,2614.642202,40928636441,1.911690779,0.311644984
21,-7,-10,4626.7,2418.7,2604.747706,39983726343,1.912887088,0.311969072
22,-7,-10,4550.3,2397.9,2587.224771,38909473781,1.89761875,0.30776306
23,-7,-10,4446.0,2381.7,2563.302752,37769011511,1.866733846,0.298768078
24,-7,-10,4328.953846,2372.815385,2536.457304,36709386693,1.824395557,0.285262031
-24,-6,-10,4306.68,2536.38,2531.348624,40206267210,1.697963239,0.23447744
-23,-6,-10,4271.62,2525.4,2523.307339,39631119415,1.691462739,0.231333913
-22,-6,-10,4233.5,2509.8,2514.56422,38934537073,1.686787792,0.229034455
-21,-6,-10,4196.8,2493.9,2506.146789,38252544480,1.682826096,0.227059884
-20,-6,-10,4163.4,2479.0,2498.486239,37629302950,1.679467527,0.22536695
-19,-6,-10,4133.18,2466.28,2491.555046,37085351181,1.675876218,0.223537126
-18,-6,-10,4110.34,2459.84,2486.316514,36738280573,1.6709786,0.221008529
-17,-6,-10,4093.86,2458.58,2482.536697,36552727531,1.665131905,0.217938692
-16,-6,-10,4084.16,2461.64,2480.311927,36514280005,1.659121561,0.214723305
-15,-6,-10,4084.2,2467.5,2480.321101,36624056313,1.655197568,0.212590655
-14,-6,-10,4095.4,2473.54,2482.889908,36849763050,1.655683757,0.212856346
-13,-6,-10,4120.66,2478.54,2488.683486,37198377658,1.662535202,0.216557032
-12,-6,-10,4160.98,2481.16,2497.931193,37648404996,1.677030099,0.224127269
-11,-6,-10,4216.54,2482.3,2510.674312,38205540049,1.698642388,0.234802311
-10,-6,-10,4287.76,2482.94,2527.009174,38877297857,1.726888286,0.247747785
-9,-6,-10,4365.06,2482.82,2544.738532,39558046836,1.758105702,0.260872604
-8,-6,-10,4441.36,2482.02,2562.238532,40185179177,1.789413462,0.272933752
-7,-6,-10,4507.0,2480.5,2577.293578,40682810068,1.816972385,0.282739868
-6,-6,-10,4550.0,2478.7,2587.155963,40977984809,1.83563965,0.288991512
-5,-6,-10,4570.94,2477.56,2591.958716,41111876450,1.844936147,0.291995088
-4,-6,-10,4569.66,2478.28,2591.665138,41120403064,1.843883661,0.29165859
-3,-6,-10,4553.7,2480.7,2588.004587,41057723295,1.835651227,0.288995297
-2,-6,-10,4531.6,2484.58,2582.93578,40981108019,1.823889752,0.285091711
-1,-6,-10,4503.66,2487.48,2576.527523,40828877314,1.81053114,0.280511436
0,-6,-10,4474.12,2487.48,2569.752294,40587668382,1.798655668,0.276302589
1,-6,-10,4446.42,2483.12,2563.399083,40253524448,1.790658526,0.273392465
2,-6,-10,4417.58,2474.04,2556.784404,39797616283,1.785573394,0.271509245
3,-6,-10,4389.72,2462.6,2550.394495,39296915089,1.782555023,0.270379129
4,-6,-10,4362.36,2451.5,2544.119266,38811971150,1.779465633,0.269212797
5,-6,-10,4334.86,2443.4,2537.811927,38398350242,1.774109847,0.267167416
6,-6,-10,4306.98,2440.74,2531.417431,38106697282,1.764620566,0.263468767
7,-6,-10,4276.3,2445.4,2524.380734,37952068316,1.748711867,0.257044872
8,-6,-10,4249.3,2458.0,2518.188073,37992221505,1.728763222,0.248569648
9,-6,-10,4229.1,2477.5,2513.555046,38223338080,1.707003027,0.23874778
10,-6,-10,4220.488,2501.8,2511.579817,38643811074,1.686980574,0.229129929
11,-6,-10,4234.764,2526.868,2514.854128,39294192573,1.675894427,0.223546455
12,-6,-10,4275.988,2547.976,2524.309174,40142040868,1.678190061,0.224718397
13,-6,-10,4338.056,2561.476,2538.544954,41051977319,1.693576672,0.232362981
14,-6,-10,4417.104,2565.564,2556.675229,41917551189,1.721689266,0.245445243
15,-6,-10,4497.5,2559.048,2575.114679,42517646024,1.757489504,0.2606246
16,-6,-10,4561.692,2540.972,2589.837615,42641964458,1.795254729,0.275072605
17,-6,-10,4609.976,2515.532,2600.911927,42396467733,1.832604793,0.287995484
18,-6,-10,4636.376923,2484.869231,2606.967184,41803640590,1.865843428,0.298498548
19,-6,-10,4641.62,2451.26,2608.169725,40953784207,1.893564942,0.306620404
20,-6,-10,4620.24,2423.66,2603.266055,40070178949,1.90630699,0.310175096
21,-6,-10,4570.5,2400.0,2591.857798,39103586147,1.904375,0.309643038
22,-6,-10,4493.4,2381.3,2574.174312,38090585383,1.886952505,0.304732484
23,-6,-10,4397.0,2368.6,2552.06422,37100006779,1.856370852,0.295594049
24,-6,-10,4296.969231,2364.234615,2529.121383,36272651855,1.817488503,0.282916808
-24,-5,-10,4287.1,2536.26,2526.857798,40010831182,1.690323547,0.2307766
-23,-5,-10,4256.12,2523.7,2519.752294,39443006146,1.686460356,0.228872164
-22,-5,-10,4222.4,2506.9,2512.018349,38766402135,1.684311301,0.227802951
-21,-5,-10,4190.1,2490.2,2504.610092,38112775423,1.682635933,0.226964497
-20,-5,-10,4160.0,2474.9,2497.706422,37515018746,1.680875995,0.226079046
-19,-5,-10,4132.02,2462.36,2491.288991,36997496083,1.678073068,0.224658872
-18,-5,-10,4110.6,2456.22,2486.376147,36671036787,1.673547158,0.22233947
-17,-5,-10,4095.08,2455.36,2482.816514,36503497240,1.667812459,0.219353138
-16,-5,-10,4086.64,2458.76,2480.880734,36484845672,1.662073566,0.216310212
-15,-5,-10,4088.5,2464.58,2481.307339,36612687181,1.658903343,0.214605405
-14,-5,-10,4103.06,2470.08,2484.646789,36861712549,1.661104094,0.215790694
-13,-5,-10,4133.12,2474.14,2491.541284,37237615484,1.670527941,0.220773908
-12,-5,-10,4179.06,2475.7,2502.077982,37714486899,1.688031668,0.229649488
-11,-5,-10,4241.0,2475.74,2516.284404,38296266999,1.713023177,0.241528387
-10,-5,-10,4318.94,2475.66,2534.16055,38994279060,1.744561046,0.255320943
-9,-5,-10,4402.14,2475.02,2553.243119,39692206374,1.778628051,0.268894893
-8,-5,-10,4482.5,2474.1,2571.674312,40328330619,1.811769937,0.280942938
-7,-5,-10,4549.2,2472.9,2586.972477,40824523990,1.839621497,0.290286688
-6,-5,-10,4590.0,2471.9,2596.330275,41112385424,1.856871233,0.295749196
-5,-5,-10,4606.06,2471.84,2600.013761,41232600859,1.86341349,0.297759976
-4,-5,-10,4598.34,2473.86,2598.243119,41226625694,1.858771313,0.296336567
-3,-5,-10,4576.0,2477.48,2593.119266,41148935835,1.847038119,0.292664453
-2,-5,-10,4548.58,2482.04,2586.830275,41051497096,1.83259738,0.287993042
-1,-5,-10,4515.96,2485.0,2579.348624,40866555121,1.817287726,0.282848005
0,-5,-10,4481.36,2484.1,2571.412844,40564425106,1.804017552,0.278219301
1,-5,-10,4448.52,2478.4,2563.880734,40157216630,1.794916075,0.274949515
2,-5,-10,4414.54,2467.88,2556.087156,39626163816,1.788798483,0.272706611
3,-5,-10,4383.0,2455.28,2548.853211,39069710997,1.785132449,0.271344725
4,-5,-10,4354.82,2443.86,2542.389908,38572648378,1.781943319,0.27014897
5,-5,-10,4328.72,2436.44,2536.40367,38188134913,1.776657747,0.268144195
6,-5,-10,4304.12,2435.62,2530.761468,37967112993,1.767155796,0.264466426
7,-5,-10,4277.8,2442.9,2524.724771,37909474977,1.751115478,0.258033929
8,-5,-10,4255.0,2458.2,2519.495413,38047033129,1.730941339,0.249518816
9,-5,-10,4238.4,2479.8,2515.688073,38357983886,1.709170094,0.239754446
10,-5,-10,4232.552,2504.508,2514.346789,38816705349,1.68997344,0.230604933
11,-5,-10,4248.492,2528.68,2518.002752,39469132285,1.680122435,0.225698446
12,-5,-10,4289.792,2547.804,2527.475229,40278504346,1.683721354,0.227508199
13,-5,-10,4349.788,2558.36,2541.23578,41101815136,1.700225144,0.235556848
14,-5,-10,4424.088,2559.344,2558.277064,41843037269,1.728602329,0.248499297
15,-5,-10,4497.564,2549.64,2575.129358,42292846565,1.763999623,0.263223345
16,-5,-10,4553.628,2528.548,2587.988073,42263038815,1.800886517,0.277103366
17,-5,-10,4592.872,2500.416,2596.988991,41870393385,1.836843149,0.289384361
18,-5,-10,4608.807692,2467.830769,2600.643966,41148698515,1.86755419,0.299015873
19,-5,-10,4601.82,2433.08,2599.041284,40188038158,1.891355812,0.305993016
20,-5,-10,4569.2,2405.58,2591.559633,39239820805,1.899417188,0.308266451
21,-5,-10,4511.5,2383.5,2578.325688,38271534464,1.892804699,0.306404872
22,-5,-10,4432.8,2367.5,2560.275229,37324351833,1.872354805,0.300455959
23,-5,-10,4343.7,2358.6,2539.83945,36479651481,1.841643348,0.290939329
24,-5,-10,4260.430769,2358.780769,2520.741002,35875763391,1.8062004,0.278991838
-24,-4,-10,4274.02,2535.76,2523.857798,39870258566,1.685498628,0.22839455
-23,-4,-10,4247.5,2521.78,2517.775229,39318110512,1.684326151,0.227810363
-22,-4,-10,4217.8,2503.9,2510.963303,38660273628,1.684492192,0.227893222
-21,-4,-10,4189.2,2486.5,2504.40367,38029641187,1.6847778,0.228035647
-20,-4,-10,4161.9,2470.9,2498.142202,37453794567,1.68436602,0.227830263
-19,-4,-10,4136.12,2458.54,2492.229358,36961824895,1.68234806,0.226819993
-18,-4,-10,4116.54,2452.48,2487.738532,36655710427,1.678521334,0.224886826
-17,-4,-10,4102.84,2451.6,2484.59633,36506885698,1.67353565,0.222333531
-16,-4,-10,4096.94,2454.8,2483.243119,36510984014,1.668950627,0.219950115
-15,-4,-10,4102.28,2460.04,2484.46789,36663265902,1.667566381,0.219223787
-14,-4,-10,4121.58,2464.56,2488.894495,36938998302,1.672339079,0.221714815
-13,-4,-10,4157.68,2467.42,2497.174312,37343985107,1.685031328,0.22816197
-12,-4,-10,4209.56,2467.98,2509.073394,37843497917,1.705670224,0.238125417
-11,-4,-10,4277.24,2467.42,2524.59633,38444450047,1.7334868,0.250620517
-10,-4,-10,4360.16,2466.88,2543.614679,39149683392,1.767479569,0.264593333
-9,-4,-10,4446.46,2466.32,2563.408257,39848653600,1.802872296,0.277812194
-8,-4,-10,4527.18,2465.68,2581.922018,40471082207,1.836077674,0.289134633
-7,-4,-10,4591.0,2465.0,2596.559633,40941204466,1.862474645,0.297473425
-6,-4,-10,4626.2,2464.8,2604.633028,41198949449,1.876906848,0.301805891
-5,-4,-10,4635.22,2465.82,2606.701835,41292649001,1.879788468,0.302652717
-4,-4,-10,4620.84,2468.94,2603.40367,41267850285,1.871588617,0.300227258
-3,-4,-10,4592.94,2473.44,2597.004587,41174638648,1.856903745,0.29575927
-2,-4,-10,4561.4,2478.3,2589.770642,41056766323,1.840535851,0.290582251
-1,-4,-10,4525.38,2480.66,2581.509174,40833342365,1.82426451,0.285217925
0,-4,-10,4487.26,2478.56,2572.766055,40476288917,1.81043025,0.280476231
1,-4,-10,4450.78,2471.64,2564.399083,40012363223,1.80073959,0.277050772
2,-4,-10,4413.46,2460.02,2555.83945,39430247068,1.794074845,0.274643271
3,-4,-10,4380.08,2447.08,2548.183486,38853190795,1.789921049,0.273120945
4,-4,-10,4352.34,2436.18,2541.821101,38373953096,1.786542866,0.271870274
5,-4,-10,4328.54,2430.28,2536.362385,38045051721,1.781086953,0.269826112
6,-4,-10,4307.76,2432.0,2531.59633,37915016415,1.771282895,0.266075644
7,-4,-10,4285.9,2442.1,2526.582569,37960345922,1.755005938,0.259620682
8,-4,-10,4267.2,2460.0,2522.293578,38193801652,1.734634146,0.251114462
9,-4,-10,4254.0,2483.0,2519.266055,38570071815,1.713250101,0.241632231
10,-4,-10,4250.54,2507.236,2518.472477,39047357658,1.695309097,0.233201419
11,-4,-10,4267.484,2529.804,2522.358716,39681799739,1.686883253,0.229081738
12,-4,-10,4308.28,2546.344,2531.715596,40433218056,1.691947357,0.231570411
13,-4,-10,4365.588,2553.688,2544.859633,41154976667,1.709522855,0.2399177
14,-4,-10,4434.62,2551.2,2560.692661,41755112348,1.738248667,0.252659948
15,-4,-10,4500.956,2538.14,2575.907339,42045762530,1.7733285,0.266866505
16,-4,-10,4548.764,2514.164,2586.872477,41862427663,1.809255084,0.280065484
17,-4,-10,4578.74,2483.96,2593.747706,41336550696,1.843322759,0.291478893
