tbm_node_id,component,local_x_m,local_y_m,local_z_m,normal_x,normal_y,normal_z
242,front_shield,-2.5,-3.889990624398222,-0.6859103017843736,0.0,-0.9848077530122081,-0.17364817766693003
243,front_shield,-2.5,-3.7117858521043385,-1.3509795661363913,0.0,-0.9396926207859084,-0.34202014332566866
244,front_shield,-2.5,-3.4208003449485336,-1.974999999999999,0.0,-0.8660254037844388,-0.4999999999999997
245,front_shield,-2.5,-3.0258755503199635,-2.5390110582618304,0.0,-0.766044443118978,-0.6427876096865393
246,front_shield,-2.5,-2.539011058261831,-3.025875550319963,0.0,-0.6427876096865395,-0.7660444431189779
247,front_shield,-2.5,-1.9750000000000019,-3.420800344948532,0.0,-0.5000000000000004,-0.8660254037844384
248,front_shield,-2.5,-1.3509795661363941,-3.7117858521043376,0.0,-0.3420201433256694,-0.9396926207859082
249,front_shield,-2.5,-0.6859103017843748,-3.889990624398222,0.0,-0.17364817766693033,-0.984807753012208
250,front_shield,-2.5,-7.256032284948068e-16,-3.95,0.0,-1.8369701987210297e-16,-1.0
251,front_shield,-2.5,0.6859103017843734,-3.889990624398222,0.0,0.17364817766692997,-0.9848077530122081
252,front_shield,-2.5,1.3509795661363893,-3.711785852104339,0.0,0.34202014332566816,-0.9396926207859085
253,front_shield,-2.5,1.9750000000000005,-3.4208003449485327,0.0,0.5000000000000001,-0.8660254037844386
254,front_shield,-2.5,2.5390110582618304,-3.025875550319964,0.0,0.6427876096865393,-0.7660444431189781
255,front_shield,-2.5,3.0258755503199626,-2.5390110582618313,0.0,0.7660444431189778,-0.6427876096865396
256,front_shield,-2.5,3.420800344948532,-1.9750000000000019,0.0,0.8660254037844384,-0.5000000000000004
257,front_shield,-2.5,3.711785852104337,-1.3509795661363944,0.0,0.9396926207859081,-0.34202014332566943
258,front_shield,-2.5,3.889990624398222,-0.6859103017843751,0.0,0.984807753012208,-0.1736481776669304
259,front_shield,-3.0,3.95,0.0,0.0,1.0,0.0
260,front_shield,-3.0,3.889990624398222,0.6859103017843748,0.0,0.984807753012208,0.17364817766693033
261,front_shield,-3.0,3.7117858521043385,1.3509795661363915,0.0,0.9396926207859084,0.3420201433256687
262,front_shield,-3.0,3.420800344948533,1.9749999999999999,0.0,0.8660254037844387,0.49999999999999994
263,front_shield,-3.0,3.0258755503199635,2.5390110582618304,0.0,0.766044443118978,0.6427876096865393
264,front_shield,-3.0,2.5390110582618304,3.0258755503199635,0.0,0.6427876096865394,0.766044443118978
265,front_shield,-3.0,1.9750000000000005,3.4208003449485327,0.0,0.5000000000000001,0.8660254037844386
266,front_shield,-3.0,1.350979566136392,3.711785852104338,0.0,0.3420201433256688,0.9396926207859083
267,front_shield,-3.0,0.6859103017843752,3.889990624398222,0.0,0.17364817766693041,0.984807753012208
268,front_shield,-3.0,2.4186774283160225e-16,3.95,0.0,6.123233995736766e-17,1.0
269,front_shield,-3.0,-0.6859103017843747,3.889990624398222,0.0,-0.1736481776669303,0.984807753012208
270,front_shield,-3.0,-1.3509795661363915,3.7117858521043385,0.0,-0.3420201433256687,0.9396926207859084
271,front_shield,-3.0,-1.9749999999999992,3.420800344948533,0.0,-0.4999999999999998,0.8660254037844387
272,front_shield,-3.0,-2.5390110582618304,3.0258755503199635,0.0,-0.6427876096865394,0.766044443118978
273,front_shield,-3.0,-3.025875550319963,2.539011058261831,0.0,-0.7660444431189779,0.6427876096865395
274,front_shield,-3.0,-3.420800344948533,1.9749999999999999,0.0,-0.8660254037844387,0.49999999999999994
275,front_shield,-3.0,-3.711785852104338,1.3509795661363921,0.0,-0.9396926207859083,0.3420201433256689
276,front_shield,-3.0,-3.889990624398222,0.6859103017843763,0.0,-0.984807753012208,0.1736481776669307
277,front_shield,-3.0,-3.95,4.837354856632045e-16,0.0,-1.0,1.2246467991473532e-16
278,front_shield,-3.0,-3.889990624398222,-0.6859103017843736,0.0,-0.9848077530122081,-0.17364817766693003
279,front_shield,-3.0,-3.7117858521043385,-1.3509795661363913,0.0,-0.9396926207859084,-0.34202014332566866
280,front_shield,-3.0,-3.4208003449485336,-1.974999999999999,0.0,-0.8660254037844388,-0.4999999999999997
