dataset_name,data_origin,purpose,real_event_anchor,event_development_start,near_stuck_window_start,event_confirmed_time,event_confirmed_chainage_label,event_confirmed_chainage_m,fault,fault_right_line_intersection_start_m,fault_right_line_intersection_end_m,distance_to_fault_start_at_event_m,normal_shield_pressure_bar,reported_peak_shield_pressure_bar,reported_max_shield_displacement_mm,shield_displacement_limit_mm,reported_peak_total_thrust_kN,rated_max_total_thrust_kN,reported_stuck_criterion,dominant_event_interpretation
TBM shield-sticking event real validation dataset,real_event,"Real event validation data for TBM monitoring, TSP interpretation, geometry, graph-edge provenance, and event-centric evidence analysis.",Boshulaling Tunnel right-line TBM shield-sticking event,2024-08-02 21:00:00,2024-08-03 13:00:00,2024-08-03 16:30:00,DyK1017+205,1017205.0,F37 reverse fault,1017277.0,1017477.0,72.0,<100,362.0,-73.0,-80.0,45000.0,40900.0,Cutterhead rotating while advance rate was nearly zero during 13:00-16:30.,Converging/squeezing surrounding rock increased shield pressure and caused shield sticking.
