case_id,evidence_path,test_samples,prediction_mae_from_checkpoint,moran_full,moran_geometry_only,component_cv_full,component_cv_geometry_only,degree_control_r,relevance_geology_pearson_r,strongest_response_corr,strongest_response_abs_pearson,dominant_component,dominant_component_share
bsll_dyk1017_205,D:\WTC\小论文\Retry\experiments\outputs\evidence\bsll_dyk1017_205\posthoc_evidence.json,8,0.4146639406681061,0.545862754216881,-0.05396706580094489,0.018461955012753606,0.006261282134801149,-0.22944990710664398,-0.9888785958071615,AdvanceRate,0.9244052304888755,middle_shield,0.2878091335296631
bsll_dyk1017_205_h3,D:\WTC\小论文\Retry\experiments\outputs\evidence\bsll_dyk1017_205_h3\posthoc_evidence.json,7,0.46091532707214355,0.3024779366656124,-0.0539917617526502,0.005190491676330566,0.006245567463338375,-0.32374475900420513,-0.6882282342444499,AdvanceRate,0.6645590976299568,middle_shield,0.2907460331916809
sjls_dyk1252_411,D:\WTC\小论文\Retry\experiments\outputs\evidence\sjls_dyk1252_411\posthoc_evidence.json,17,0.2560885548591614,0.3002279678789413,0.19618912190295865,0.014253537718425779,0.03228674829006195,-0.4559751917249383,0.8703202441493691,Torque,0.9376898136080691,tail_shield,0.2753450572490692
